Brand*,Store id,Name,Lat*,Lng*,Address1,Address2,City,State,Zip code,Country,Phone number,Fax number,Store hours,Time zone,Dma Code,Status*
Pastelaria Broadway,"",Pastelaria Broadway,42.3889999,-71.08741,192 Broadway,"",Somerville,MA,02145,US,6177764303,"","",EST,"",Active
Flatbread Company,"",Flatbread Company,42.3957481384277,-71.1238250732422,45 Day St,"",Somerville,MA,02144,US,6177760552,"","",EST,"",Active
Spoke,"",Spoke,42.3988663296308,-71.1242484911069,89 Holland St,"",Somerville,MA,02144,US,6177189463,"","",EST,"",Active
The Kebab Factory,"",The Kebab Factory,42.3780965,-71.1065573,414 Washington St,"",Somerville,MA,02143,US,6173544996,"","",EST,"",Active
Vinny's Ristorante,"",Vinny's Ristorante,42.3868256,-71.0815793,76 Broadway,"",Somerville,MA,02145,US,6176281921,"","",EST,"",Active
Pescatore,"",Pescatore,42.39943,-71.1114599,158 Boston Ave,"",Somerville,MA,02144,US,6176230003,"","",EST,"",Active
Sacco's Bowl Haven,"",Sacco's Bowl Haven,42.3957443237305,-71.1238174438477,45 Day St,"",Somerville,MA,02144,US,6177760552,"","",EST,"",Active
True Bistro,"",True Bistro,42.4034030735493,-71.1274013668299,1153 Broadway,"",Somerville,MA,02144,US,6176279000,"","",EST,"",Active
Falafel Place,"",Falafel Place,42.3948936,-71.0977325,Winter Hill,"",Somerville,MA,02145,US,6177642336,"","",EST,"",Active
Pepe Bocca,"",Pepe Bocca,42.3959694,-71.12146,414 Highland Ave,"",Somerville,MA,02144,US,6177766687,"","",EST,"",Active
Fuji at Assembly,"",Fuji at Assembly,42.3941536,-71.0803986,320 Canal St,"",Somerville,MA,02145,US,6176288883,"","",EST,"",Active
Rosebud American Kitchen and Bar,"",Rosebud American Kitchen and Bar,42.394443,-71.120803,381 Summer St,"",Somerville,MA,02144,US,6176299500,"","",EST,"",Active
Ebi Sushi Bar,"",Ebi Sushi Bar,42.379111836404,-71.094541274879,290 Somerville Ave,"",Somerville,MA,02143,US,6177645556,"","",EST,"",Active
Lemon Thai Cuisine,"",Lemon Thai Cuisine,42.390251,-71.107674,215 Highland Ave,"",Somerville,MA,02143,US,6175911772,"","",EST,"",Active
Machu Picchu,"",Machu Picchu,42.3804708,-71.0973845,307 Somerville Ave,"",Somerville,MA,02143,US,6176287070,"","",EST,"",Active
Olde Magoun's Saloon,"",Olde Magoun's Saloon,42.3966331481934,-71.1041030883789,518 Medford St,"",Somerville,MA,02145,US,6177762600,"","",EST,"",Active
Daddy Jones,"",Daddy Jones,42.3969234,-71.1037934,525 Medford St,"",Somerville,MA,02145,US,6176909095,"","",EST,"",Active
The Kirkland Tap & Trotter,"",The Kirkland Tap & Trotter,42.378255,-71.106949,425 Washington St,"",Somerville,MA,02143,US,8572596585,"","",EST,"",Active
Boston Burger Company,"",Boston Burger Company,42.3962181061506,-71.1221663653851,37 Davis Sq,"",Somerville,MA,02144,US,6174407361,"","",EST,"",Active
Diesel Cafe,"",Diesel Cafe,42.3957187378513,-71.1218841161788,257 Elm St,"",Somerville,MA,02144,US,6176298717,"","",EST,"",Active
Tu Y Yo,"",Tu Y Yo,42.4008495,-71.117687,858 Broadway,"",Somerville,MA,02144,US,6176235411,"","",EST,"",Active
Cantina La Mexicana,"",Cantina La Mexicana,42.379743801355,-71.094113465264,247 Washington St,"",Somerville,MA,02143,US,6177765232,"","",EST,"",Active
Dosa n Curry,"",Dosa n Curry,42.382328,-71.1025925,447 Somerville Ave,"",Somerville,MA,02143,US,6177643152,"","",EST,"",Active
RF O'Sullivans & Son,"",RF O'Sullivans & Son,42.3830223083496,-71.1124496459961,282 Beacon St,"",Somerville,MA,02143,US,6174919638,"","",EST,"",Active
Kung Fu Tea,"",Kung Fu Tea,42.3950044065714,-71.1215595155954,237 Elm St,"",Somerville,MA,02144,US,6176165428,"","",EST,"",Active
Taco Party,"",Taco Party,42.4001764,-71.1122954,711 Broadway,"",Somerville,MA,02144,US,6177640683,"","",EST,"",Active
Fortissimo Coffeehouse,"",Fortissimo Coffeehouse,42.3810561,-71.0991282,365 Somerville Ave,"",Somerville,MA,02143,US,6177761880,"","",EST,"",Active
Buk Kyung,"",Buk Kyung,42.3794746,-71.0955353,9 Union Sq,"",Somerville,MA,02143,US,6176237220,"","",EST,"",Active
Aeronaut Brewing Company,"",Aeronaut Brewing Company,42.3819081641583,-71.1061354726553,14 Tyler St,"",Somerville,MA,02143,US,6179874236,"","",EST,"",Active
Masala,"",Masala,42.4031482,-71.1265681,1127 Broadway,"",Somerville,MA,02144,US,6177180703,"","",EST,"",Active
La Brasa,"",La Brasa,42.3878477,-71.0842697,124 Broadway,"",Somerville,MA,02145,US,6177641412,"","",EST,"",Active
Sound Bites,"",Sound Bites,42.3997650146484,-71.112434387207,704 Broadway,"",Somerville,MA,02144,US,6176238338,"","",EST,"",Active
Anna's Taqueria,"",Anna's Taqueria,42.394855,-71.121872,236 Elm St,"",Somerville,MA,02144,US,6176663900,"","",EST,"",Active
Bloc 11 Cafe,"",Bloc 11 Cafe,42.3808289,-71.0967712,11 Bow St,"",Somerville,MA,02143,US,6176230000,"","",EST,"",Active
La Hacienda,"",La Hacienda,42.374748,-71.088608,46 Medford St,"",Somerville,MA,02143,US,6178642553,"","",EST,"",Active
J.P. Licks,"",J.P. Licks,42.396965906591,-71.12239648194,4A College Ave,"",Somerville,MA,02144,US,6176665079,"","",EST,"",Active
Tapatio Mexican Grill,"",Tapatio Mexican Grill,42.3870583623648,-71.0820525884628,82 Broadway,"",Somerville,MA,02145,US,6176254119,"","",EST,"",Active
Kelly's Diner,"",Kelly's Diner,42.399618193062,-71.111559925335,674 Broadway St,"",Somerville,MA,02144,US,6176238102,"","",EST,"",Active
The Painted Burro,"",The Painted Burro,42.3947029,-71.1212387,219 Elm St,"",Somerville,MA,02144,US,6177760005,"","",EST,"",Active
iYo Cafe,"",iYo Cafe,42.3948593,-71.121727,234 Elm St,"",Somerville,MA,02144,US,6177645295,"","",EST,"",Active
The Biscuit,"",The Biscuit,42.378211639858,-71.106017635426,406 Washington St,"",Somerville,MA,02143,US,6176662770,"","",EST,"",Active
Redbones BBQ,"",Redbones BBQ,42.39521,-71.12236,55 Chester St,"",Somerville,MA,02144,US,6176282200,"","",EST,"",Active
Some 'Ting Nice Caribbean Restaurant,"",Some 'Ting Nice Caribbean Restaurant,42.386669,-71.090233,561 Mcgrath Hwy,"",Somerville,MA,02145,US,6176279047,"","",EST,"",Active
Prospect Hill Monument,"",Prospect Hill Monument,42.3821983,-71.0939026,Munroe St at Bigelow St,"",Somerville,MA,02143,US,,"","",EST,"",Active
Victor's Deli,"",Victor's Deli,42.3998107910156,-71.1125717163086,710 Broadway,"",Somerville,MA,02144,US,6176253076,"","",EST,"",Active
Sligo Pub,"",Sligo Pub,42.3950398,-71.1215114,237 Elm St,"",Somerville,MA,02144,US,6176254477,"","",EST,"",Active
Ola Gifts Cafe,"",Ola Gifts Cafe,42.3874931335449,-71.0839080810547,112 Broadway,"",Somerville,MA,02145,US,9783757042,"","",EST,"",Active
Teriyaki House,"",Teriyaki House,42.4007072,-71.1178131,868 Broadway,"",Somerville,MA,02144,US,6177643151,"","",EST,"",Active
Johnny D's,"",Johnny D's,42.3973251879215,-71.1231138557196,17 Holland St,"",Somerville,MA,02144,US,6177762004,"","",EST,"",Active
Out of the Blue,"",Out of the Blue,42.3946686,-71.1212234,215 Elm St,"",Somerville,MA,02144,US,6177765020,"","",EST,"",Active
Five Horses Tavern,"",Five Horses Tavern,42.3956718,-71.1208572,400 Highland Ave,"",Somerville,MA,02144,US,6177641655,"","",EST,"",Active
Barbeque International,"",Barbeque International,42.3814879,-71.0978346,40 Bow St,"",Somerville,MA,02143,US,6176239068,"","",EST,"",Active
Pini's Pizzeria,"",Pini's Pizzeria,42.3977512009668,-71.1050237626584,511 Broadway,"",Somerville,MA,02145,US,6176288668,"","",EST,"",Active
Fasika Ethiopian Restaurant,"",Fasika Ethiopian Restaurant,42.388374,-71.084747,145 Broadway,"",Somerville,MA,02145,US,6176289300,"","",EST,"",Active
Deli-icious,"",Deli-icious,42.3971273750067,-71.121975928545,20 College Ave,"",Somerville,MA,02144,US,6176294444,"","",EST,"",Active
City Slicker Cafe,"",City Slicker Cafe,42.3836098,-71.1090317,588 Somerville Ave,"",Somerville,MA,02143,US,6176250700,"","",EST,"",Active
Bronwyn,"",Bronwyn,42.379940032959,-71.0943832397461,255 Washington St,"",Somerville,MA,02143,US,6177769900,"","",EST,"",Active
Martsa On Elm,"",Martsa On Elm,42.3950691,-71.1213531,233 Elm St,"",Somerville,MA,02144,US,6176660660,"","",EST,"",Active
Gauchao Brazilian Cuisine,"",Gauchao Brazilian Cuisine,42.3875277826975,-71.0834527393341,102 Broadway,"",Somerville,MA,02145,US,6176256100,"","",EST,"",Active
Caesar's Pizza & Subs,"",Caesar's Pizza & Subs,42.381874,-71.100807,401 Somerville Ave,"",Somerville,MA,02143,US,6177769942,"","",EST,"",Active
Renee's Cafe,"",Renee's Cafe,42.401612400905,-71.126606585472,198 Holland St,"",Somerville,MA,02144,US,6176232727,"","",EST,"",Active
Wang's Fast Food,"",Wang's Fast Food,42.3976957,-71.104957,509 Broadway,"",Somerville,MA,02145,US,6176232982,"","",EST,"",Active
Buddy's Diner,"",Buddy's Diner,42.3813591,-71.0868835,113 Washington St,"",Somerville,MA,02143,US,6176239725,"","",EST,"",Active
Saloon,"",Saloon,42.3956413269043,-71.1216659545898,255 Elm St,"",Somerville,MA,02144,US,6176284444,"","",EST,"",Active
Moroccan Hospitality Restaurant,"",Moroccan Hospitality Restaurant,42.3838634,-71.108757,585 Somerville Ave,"",Somerville,MA,02143,US,6176230020,"","",EST,"",Active
Forge Baking Company,"",Forge Baking Company,42.3841595596176,-71.1107558926632,626 Somerville Ave,"",Somerville,MA,02143,US,6177645365,"","",EST,"",Active
El Potro Mexican Grill,"",El Potro Mexican Grill,42.3799987034502,-71.0951900482178,61 Union Sq,"",Somerville,MA,02143,US,6176664200,"","",EST,"",Active
Sabur,"",Sabur,42.4021175,-71.1268009,212 Holland St,"",Somerville,MA,02144,US,6177767890,"","",EST,"",Active
Pho 'n Rice,"",Pho 'n Rice,42.3835945,-71.1126862,289 Beacon St,"",Somerville,MA,02143,US,6178648888,"","",EST,"",Active
Alfredo's Italian Kitchen,"",Alfredo's Italian Kitchen,42.3917642980814,-71.0921048372984,284 Broadway,"",Somerville,MA,02145,US,6176237746,"","",EST,"",Active
The Independent,"",The Independent,42.379665,-71.094874,75 Union Sq,"",Somerville,MA,02143,US,6174406022,"","",EST,"",Active
Thai Hut,"",Thai Hut,42.3773231506348,-71.1048889160156,93 Beacon St,"",Somerville,MA,02143,US,6174928377,"","",EST,"",Active
India Palace,"",India Palace,42.3799621,-71.0967905,23 Union Sq,"",Somerville,MA,02143,US,6176669770,"","",EST,"",Active
Punjabi Grill,"",Punjabi Grill,42.3948517,-71.1218719,236 Elm St,"",Somerville,MA,02144,US,6177181599,"","",EST,"",Active
Casey's,"",Casey's,42.389107,-71.086319,171 Broadway,"",Somerville,MA,02145,US,6176255195,"","",EST,"",Active
Man-O-Salwa Kabob & Grill,"",Man-O-Salwa Kabob & Grill,42.3842457,-71.1003751,66 Summer St,"",Somerville,MA,02143,US,6177645965,"","",EST,"",Active
Snappy Ramen,"",Snappy Ramen,42.3961565405978,-71.1218345008148,420 Highland Ave,"",Somerville,MA,02144,US,6176250400,"","",EST,"",Active
Blue Shirt Café,"",Blue Shirt Café,42.396249861139,-71.121877428841,424 Highland Ave,"",Somerville,MA,02144,US,6176297641,"","",EST,"",Active
Nine Bar Espresso,"",Nine Bar Espresso,42.3972380161285,-71.1230434477329,11 Holland St.,"",Somerville,MA,02144,US,6177641915,"","",EST,"",Active
PJ Ryans,"",PJ Ryans,42.402784905325,-71.126818144571,239 Holland St,"",Somerville,MA,02144,US,6176258200,"","",EST,"",Active
Oliveira's Steak House,"",Oliveira's Steak House,42.3806987667808,-71.0867786407471,120 Washington St,"",Somerville,MA,02143,US,6177640455,"","",EST,"",Active
Mandarin Chinese Restaurant,"",Mandarin Chinese Restaurant,42.3794289,-71.0953903,7 Union Sq,"",Somerville,MA,02143,US,6177768680,"","",EST,"",Active
The Thirsty Scholar Pub,"",The Thirsty Scholar Pub,42.376335144043,-71.1043548583984,70 Beacon St,"",Somerville,MA,02143,US,6174972294,"","",EST,"",Active
Sally O'Brien's,"",Sally O'Brien's,42.3807176202536,-71.098150536418,335 Somerville Ave,"",Somerville,MA,02143,US,6176663589,"","",EST,"",Active
Foundry on Elm,"",Foundry on Elm,42.3955522477627,-71.1219356954098,255 Elm St,"",Somerville,MA,02144,US,6176289999,"","",EST,"",Active
Pennypacker's,"",Pennypacker's,42.3476181,-71.1002881,Fenway,"",Somerville,MA,02145,US,8575238948,"","",EST,"",Active
Zoe's Chinese Restaurant,"",Zoe's Chinese Restaurant,42.3835105895996,-71.1131591796875,296 Beacon St,"",Somerville,MA,02143,US,6178646265,"","",EST,"",Active
Starbucks,"",Starbucks,42.3955956,-71.1222229,Davis Square Plz,"",Somerville,MA,02144,US,6176234497,"","",EST,"",Active
Yak & Yeti Cafe,"",Yak & Yeti Cafe,42.4001389,-71.1124039,719 Broadway,"",Somerville,MA,02144,US,6172846227,"","",EST,"",Active
Magnificent Muffin & Bagel Shoppe,"",Magnificent Muffin & Bagel Shoppe,42.4028991269781,-71.1266525229512,1118 Broadway,"",Somerville,MA,02144,US,6176289000,"","",EST,"",Active
The Pub,"",The Pub,42.399601,-71.1117249,682 Broadway,"",Somerville,MA,02143,US,6177767373,"","",EST,"",Active
Angelina's Pizzeria,"",Angelina's Pizzeria,42.4024391,-71.1269836,230 Holland St,"",Somerville,MA,02144,US,6177761240,"","",EST,"",Active
Mama Gina's Pizza,"",Mama Gina's Pizza,42.3795904219151,-71.0962796956301,19 Union Sq,"",Somerville,MA,02143,US,6176250116,"","",EST,"",Active
Legal on the Mystic,"",Legal on the Mystic,42.3958891,-71.0807223,301 Great River Rd,"",Somerville,MA,02145,US,6173374088,"","",EST,"",Active
Mount Vernon,"",Mount Vernon,42.386014983058,-71.0783565044403,14 Broadway,"",Somerville,MA,02145,US,6176663830,"","",EST,"",Active
Chipotle Mexican Grill,"",Chipotle Mexican Grill,42.395771,-71.1224289,270-276 Elm St,"",Somerville,MA,02144,US,6176231759,"","",EST,"",Active
House of Tibet Kitchen,"",House of Tibet Kitchen,42.4025709182024,-71.1267925053835,235 Holland St,"",Somerville,MA,02144,US,6176297567,"","",EST,"",Active
Taipei Tokyo,"",Taipei Tokyo,42.3971796780825,-71.1229965090752,7 Holland St,"",Somerville,MA,02144,US,6176256666,"","",EST,"",Active
JP Licks,"",JP Licks,42.394091,-71.079099,611 Assembly Row,"",Somerville,MA,02145,US,6177644960,"","",EST,"",Active
Zero New Washington Street Dog Park,"",Zero New Washington Street Dog Park,42.3802185,-71.0841675,0 New Washington St,"",Somerville,MA,02143,US,,"","",EST,"",Active
Eat At Jumbo's,"",Eat At Jumbo's,42.3996450675716,-71.1116909980774,688 Broadway Ball Sq,"",Somerville,MA,02144,US,6176660000,"","",EST,"",Active
Mr Crêpe,"",Mr Crêpe,42.3965857093855,-71.1228006527435,51 Davis Sq,"",Somerville,MA,02144,US,6176230661,"","",EST,"",Active
Smiles By Rosie,"",Smiles By Rosie,42.3897217959166,-71.0871514678001,6 Kensington Ave,"",Somerville,MA,02145,US,6176232100,"","",EST,"",Active
The Burren,"",The Burren,42.395553,-71.1218076,247 Elm St,"",Somerville,MA,02144,US,6177766896,"","",EST,"",Active
Starbucks,"",Starbucks,42.39476,-71.081115,700 Grand Union Blvd,"",Somerville,MA,02145,US,6176293003,"","",EST,"",Active
Union Square,"",Union Square,42.3796043,-71.0950851,70 Union Sq,"",Somerville,MA,02143,US,,"","",EST,"",Active
Starbucks,"",Starbucks,42.386096882962,-71.114234117294,711 Somerville Ave,"",Somerville,MA,02143,US,6177766783,"","",EST,"",Active
On The Hill Tavern,"",On The Hill Tavern,42.3974344879389,-71.1044678092003,499 Broadway,"",Somerville,MA,02145,US,6176295302,"","",EST,"",Active
PA's Lounge,"",PA's Lounge,42.3809128,-71.0983734,345 Somerville Ave,"",Somerville,MA,02143,US,6177761557,"","",EST,"",Active
Momo N Curry,"",Momo N Curry,42.3821182,-71.1018219,431 Somerville Ave,"",Somerville,MA,02143,US,6177641563,"","",EST,"",Active
Rudy's Café,"",Rudy's Café,42.40306,-71.1273,248 Holland St,"",Somerville,MA,02144,US,6176239201,"","",EST,"",Active
Churrasco Buffet & Grill,"",Churrasco Buffet & Grill,42.396358,-71.103287,505 Medford St,"",Somerville,MA,02145,US,6175919199,"","",EST,"",Active
Ernesto's,"",Ernesto's,42.3955305019061,-71.0796357410423,641 Assembly Row,"",Somerville,MA,02145,US,6177644194,"","",EST,"",Active
Nunziato Field Dog Park,"",Nunziato Field Dog Park,42.3829613,-71.0990829,Putnam & Summer St,"",Somerville,MA,02143,US,,"","",EST,"",Active
Precision Moving Company,"",Precision Moving Company,42.375103,-71.094261,495 Columbia St,"",Somerville,MA,02143,US,6176237700,"","",EST,"",Active
East End Grille,"",East End Grille,42.387577,-71.084158,118 Broadway,"",Somerville,MA,02145,US,6176286000,"","",EST,"",Active
Achieve Fitness,"",Achieve Fitness,42.3778427525045,-71.0918808583359,42 Merriam St,"",Somerville,MA,02143,US,6176165801,"","",EST,"",Active
Brass Union,"",Brass Union,42.3796043,-71.0950851,70 Union Square,"",Somerville,MA,02143,US,6176239211,"","",EST,"",Active
A4 Pizza Bar,"",A4 Pizza Bar,42.3822102,-71.1026536,445 Somerville Ave,"",Somerville,MA,02143,US,6177644190,"","",EST,"",Active
Venus Pizza & Grill,"",Venus Pizza & Grill,42.4057083,-71.1307907,1293 Broadway,"",Somerville,MA,02144,US,6177189900,"","",EST,"",Active
Meju,"",Meju,42.3952699,-71.12157,243 Elm St,"",Somerville,MA,02144,US,6177643053,"","",EST,"",Active
Mike's Restaurant,"",Mike's Restaurant,42.3961535,-71.1221051,9 Davis Sq,"",Somerville,MA,02144,US,6176282379,"","",EST,"",Active
Royal Bengal Restaurant,"",Royal Bengal Restaurant,42.389479,-71.097552,364 Medford St,"",Somerville,MA,02145,US,6174911988,"","",EST,"",Active
Orleans,"",Orleans,42.3983421325684,-71.1237106323242,65 Holland St,"",Somerville,MA,02144,US,6175912100,"","",EST,"",Active
Boston Mobile iPhone Repairs,"",Boston Mobile iPhone Repairs,42.3800678551197,-71.0967973619699,29A Union Sq,"",Somerville,MA,02143,US,8588489004,"","",EST,"",Active
Highland Creole Cuisine,"",Highland Creole Cuisine,42.384439855814,-71.0925675183535,2 Highland Ave,"",Somerville,MA,02143,US,6176258333,"","",EST,"",Active
Empire Tattoo Boston,"",Empire Tattoo Boston,42.3805099873654,-71.0893085422234,151 Washington St,"",Somerville,MA,02143,US,6177643085,"","",EST,"",Active
Earls Kitchen + Bar,"",Earls Kitchen + Bar,42.395802,-71.080043,698 Assembly Row,"",Somerville,MA,02145,US,6176661790,"","",EST,"",Active
Pepi's Pizzeria,"",Pepi's Pizzeria,42.3966351896524,-71.1038991808891,516 Medford St,"",Somerville,MA,02145,US,6176285555,"","",EST,"",Active
Huron Veterinary Hospital,"",Huron Veterinary Hospital,42.3763905465603,-71.104147285223,70 Beacon St,"",Somerville,MA,02143,US,6176619553,"","",EST,"",Active
Broadway Eatery,"",Broadway Eatery,42.4034578045705,-71.1273949965835,1157 Broadway,"",Somerville,MA,02144,US,6176668232,"","",EST,"",Active
Style Cafe,"",Style Cafe,42.3926315307617,-71.0830307006836,60 Middlesex Ave,"",Somerville,MA,02145,US,6176230057,"","",EST,"",Active
Taco Party,"",Taco Party,42.400094,-71.1122883,711 Broadway,"",Somerville,MA,02144,US,6177640683,"","",EST,"",Active
Wings Over,"",Wings Over,42.383453,-71.106438,519 Somerville Ave,"",Somerville,MA,02143,US,6176669464,"","",EST,"",Active
Yoshi's,"",Yoshi's,42.400576,-71.117549,132 College Ave,"",Somerville,MA,02144,US,6176239263,"","",EST,"",Active
Somerville Memorial Day Parade,"",Somerville Memorial Day Parade,42.3902206420898,-71.1079788208008,Highland Ave,"",Somerville,MA,02143,US,,"","",EST,"",Active
White Sport Pizza & Subs,"",White Sport Pizza & Subs,42.396110534668,-71.1036987304688,506 Medford St,"",Somerville,MA,02145,US,6177760790,"","",EST,"",Active
Razors Barbershop & Shave,"",Razors Barbershop & Shave,42.3927553743124,-71.1137656867504,308 Highland Ave,"",Somerville,MA,02144,US,6176254444,"","",EST,"",Active
Davis Square Chiropractic,"",Davis Square Chiropractic,42.3978240787983,-71.1235181987286,49 Holland St,"",Somerville,MA,02144,US,6176258707,"","",EST,"",Active
Boston Derby Dames,"",Boston Derby Dames,42.3798915593752,-71.0961390686035,"Somerville, MA 02143","",Somerville,MA,02143,US,,"","",EST,"",Active
Mamma Lisa's Pizza House,"",Mamma Lisa's Pizza House,42.3924308270216,-71.0932615399361,312 Broadway St,"",Somerville,MA,02145,US,6176239463,"","",EST,"",Active
Tony C's Bar And Grill,"",Tony C's Bar And Grill,42.395826357338,-71.0791112306885,699 Assembly Row,"",Somerville,MA,02145,US,6176668282,"","",EST,"",Active
Blessed Painting,"",Blessed Painting,42.3952739685774,-71.1035176366568,84 Trull St,"",Somerville,MA,02145,US,7814203172,"","",EST,"",Active
Taza Chocolate,"",Taza Chocolate,42.37549,-71.09307,561 Windsor St,"",Somerville,MA,02143,US,6172842232,"","",EST,"",Active
When Pigs Fly,"",When Pigs Fly,42.39502,-71.119286,378 Highland Ave,"",Somerville,MA,02144,US,6177760021,"","",EST,"",Active
Studio M Barbershop & Salon,"",Studio M Barbershop & Salon,42.3839225769043,-71.1086578369141,583 Somerville Ave,"",Somerville,MA,02143,US,6177764507,"","",EST,"",Active
99 Restaurant & Pub,"",99 Restaurant & Pub,42.3940086,-71.0838776,20 Cummings Street,"",Somerville,MA,02145,US,6176290599,"","",EST,"",Active
Which Wich,"",Which Wich,42.395235680486,-71.0794310460327,410 Artisan Way,"",Somerville,MA,02145,US,6177640230,"","",EST,"",Active
Bantam Cider Company,"",Bantam Cider Company,42.3778655641642,-71.0918094209015,40 Merriam St,"",Somerville,MA,02143,US,6172998600,"","",EST,"",Active
Skin & Body Works,"",Skin & Body Works,42.3988,-71.12413,77 Holland St,"",Somerville,MA,02144,US,6176239100,"","",EST,"",Active
Massage Therapy Works,"",Massage Therapy Works,42.3955522477627,-71.1219356954098,255 Elm St,"",Somerville,MA,02144,US,6176844000,"","",EST,"",Active
Ball Square Fine Wines and Liquors,"",Ball Square Fine Wines and Liquors,42.4000100791454,-71.1125989258289,716 Broadway,"",Somerville,MA,02144,US,6176239500,"","",EST,"",Active
Diva Indian Bistro,"",Diva Indian Bistro,42.39534,-71.12218,246 Elm St,"",Somerville,MA,02144,US,6176294963,"","",EST,"",Active
Union Square Chiropractic,"",Union Square Chiropractic,42.3796043,-71.0950851,70 Union Sq,"",Somerville,MA,02143,US,6174401688,"","",EST,"",Active
Triangle Coffee,"",Triangle Coffee,42.3817086964846,-71.1052054166794,12A Tyler St,"",Somerville,MA,02143,US,7632501287,"","",EST,"",Active
Somerville Theatre,"",Somerville Theatre,42.3966949145633,-71.1230196123032,55 Davis Sq,"",Somerville,MA,02144,US,6176255700,"","",EST,"",Active
Arts At the Armory Cafe,"",Arts At the Armory Cafe,42.389801,-71.1059265,191 Highland Ave,"",Somerville,MA,02143,US,6177182192,"","",EST,"",Active
River Bar,"",River Bar,42.3956821533802,-71.0794330957702,661 Assembly Row,"",Somerville,MA,02145,US,6176165561,"","",EST,"",Active
Romanza Pizzeria & More,"",Romanza Pizzeria & More,42.3941917,-71.0876236,362 Mystic Avenue,"",Somerville,MA,02145,US,6176292000,"","",EST,"",Active
The Boston Shaker,"",The Boston Shaker,42.3983618617058,-71.12395003438,Davis Sq,"",Somerville,MA,02144,US,6177182999,"","",EST,"",Active
Somervelo,"",Somervelo,42.3811798,-71.0989685,361 Somerville Ave,"",Somerville,MA,02143,US,6176280328,"","",EST,"",Active
Maria Ferry Salon,"",Maria Ferry Salon,42.4031563,-71.1273117,1152 Broadway,"",Somerville,MA,02144,US,6176165550,"","",EST,"",Active
Union Square Acupuncture,"",Union Square Acupuncture,42.3814087,-71.0972214,21 Bow St,"",Somerville,MA,02143,US,6177187555,"","",EST,"",Active
Alewife Automotive,"",Alewife Automotive,42.4140625,-71.1307907104492,395 Alewife Brook Pkwy,"",Somerville,MA,02144,US,6176239615,"","",EST,"",Active
ArtEpicure Cooking School,"",ArtEpicure Cooking School,42.3758722096682,-71.0842332243919,1 Fitchburg St,"",Somerville,MA,02143,US,6179965334,"","",EST,"",Active
MF Dulock Pasture-Raised Meats,"",MF Dulock Pasture-Raised Meats,42.3898087,-71.1066895,201A Highland Ave,"",Somerville,MA,02143,US,6176661970,"","",EST,"",Active
Chow n' Joy,"",Chow n' Joy,42.3839607,-71.1103668,626C Somerville Ave,"",Somerville,MA,02143,US,6176234378,"","",EST,"",Active
Beacon Street Pizza,"",Beacon Street Pizza,42.3788528442383,-71.1067123413086,147 Beacon St,"",Somerville,MA,02143,US,6178686100,"","",EST,"",Active
