Brand*,Store id,Name,Lat*,Lng*,Address1,Address2,City,State,Zip code,Country,Phone number,Fax number,Store hours,Time zone,Dma Code,Status*
Sarah's Market & Cafe,"",Sarah's Market & Cafe,42.38227804232,-71.130977064721,200 Concord Ave,"",Cambridge,MA,02138,US,6178765999,"","",EST,"",Active
Izzy's Restaurant & Sub Shop,"",Izzy's Restaurant & Sub Shop,42.3662872314453,-71.0955657958984,169 Harvard St,"",Cambridge,MA,02139,US,6176613910,"","",EST,"",Active
Darwin's Ltd,"",Darwin's Ltd,42.374,-71.12499,148 Mt Auburn St,"",Cambridge,MA,02138,US,6173545233,"","",EST,"",Active
Newtowne Variety,"",Newtowne Variety,42.3637733459473,-71.0968475341797,93 Windsor St,"",Cambridge,MA,02139,US,6178685112,"","",EST,"",Active
Court House Seafood Restaurant,"",Court House Seafood Restaurant,42.37153,-71.08458,498 Cambridge St,"",Cambridge,MA,02141,US,6174911213,"","",EST,"",Active
Tealuxe,"",Tealuxe,42.376794,-71.127636,0 Brattle St,"",Cambridge,MA,02138,US,6174410077,"","",EST,"",Active
Rod Dee Thai Cuisine,"",Rod Dee Thai Cuisine,42.3889043927193,-71.1197222024202,1906 Massachusetts Ave,"",Cambridge,MA,02140,US,6173749252,"","",EST,"",Active
Greek Corner Restaurant,"",Greek Corner Restaurant,42.3963585,-71.1295624,2366 Massachusetts Ave,"",Cambridge,MA,02140,US,6176615655,"","",EST,"",Active
Voltage Coffee & Art,"",Voltage Coffee & Art,42.364367276425,-71.0832417399,295 3rd St,"",Cambridge,MA,02142,US,6177143974,"","",EST,"",Active
Clover,"",Clover,42.372464,-71.118349,7 Holyoke St,"",Cambridge,MA,02138,US,,"","",EST,"",Active
Ames Street Deli,"",Ames Street Deli,42.363038874263,-71.0882796589529,73 Ames St,"",Cambridge,MA,02142,US,6173740701,"","",EST,"",Active
The Cellar,"",The Cellar,42.36947,-71.1109199,991 Massachusetts Ave,"",Cambridge,MA,02138,US,6178762580,"","",EST,"",Active
Punjabi Dhaba,"",Punjabi Dhaba,42.3738861083984,-71.1007995605469,225 Hampshire St,"",Cambridge,MA,02139,US,6175478272,"","",EST,"",Active
Olecito,"",Olecito,42.3740382492542,-71.100494787097,12 Springfield St,"",Cambridge,MA,02139,US,6178761374,"","",EST,"",Active
Santouka,"",Santouka,42.37218,-71.11605,1 Bow St,"",Cambridge,MA,02138,US,6179451460,"","",EST,"",Active
Oberon,"",Oberon,42.370948,-71.1143491,2 Arrow St,"",Cambridge,MA,02138,US,6175478300,"","",EST,"",Active
Shays Pub & Wine Bar,"",Shays Pub & Wine Bar,42.3717754,-71.1208141,58 JFK St,"",Cambridge,MA,02138,US,6178649161,"","",EST,"",Active
Rangzen Tibetan Restaurant,"",Rangzen Tibetan Restaurant,42.3640312,-71.1032374,24 Pearl St,"",Cambridge,MA,02139,US,6173548881,"","",EST,"",Active
Area Four,"",Area Four,42.3630882820482,-71.0924215508739,500 Technology Sq,"",Cambridge,MA,02139,US,6177584444,"","",EST,"",Active
L'Impasto,"",L'Impasto,42.3944337,-71.1267771,2263 Massachusetts Ave,"",Cambridge,MA,02140,US,6174911901,"","",EST,"",Active
House of Chang,"",House of Chang,42.3836097121239,-71.1336797475815,282 Concord Ave,"",Cambridge,MA,02138,US,6175479888,"","",EST,"",Active
OggiGourmet,"",OggiGourmet,42.3729897,-71.1182175,1350 Massachusetts Ave,"",Cambridge,MA,02138,US,6174926444,"","",EST,"",Active
The Harvard Bridge,"",The Harvard Bridge,42.3534738755083,-71.0907571937319,Massachusetts Ave Bridge,"",Cambridge,MA,02139,US,,"","",EST,"",Active
Fiorella's Express,"",Fiorella's Express,42.3974415406694,-71.1298887226868,2401 Massachusetts Ave,"",Cambridge,MA,02140,US,6178689900,"","",EST,"",Active
2nd Street Cafe,"",2nd Street Cafe,42.36853,-71.0793,89 2nd St,"",Cambridge,MA,02141,US,6176611311,"","",EST,"",Active
Bagelsaurus,"",Bagelsaurus,42.3860588,-71.1194534,1796 Massachusetts Ave,"",Cambridge,MA,02140,US,8572856103,"","",EST,"",Active
Cambridge Deli & Grill,"",Cambridge Deli & Grill,42.3641281,-71.1077576,90 River St,"",Cambridge,MA,02139,US,6178686740,"","",EST,"",Active
West Side Lounge,"",West Side Lounge,42.3824462890625,-71.1200790405273,1680 Massachusetts Ave,"",Cambridge,MA,02138,US,6174415566,"","",EST,"",Active
Border Café,"",Border Café,42.374278750456,-71.120297821449,32 Church St,"",Cambridge,MA,02138,US,6178646100,"","",EST,"",Active
Cambridge Common,"",Cambridge Common,42.382133040905,-71.119461647643,1667 Massachusetts Ave,"",Cambridge,MA,02138,US,6175471228,"","",EST,"",Active
SOFRA Bakery & Cafe,"",SOFRA Bakery & Cafe,42.375666,-71.150408,1 Belmont St,"",Cambridge,MA,02138,US,6176613161,"","",EST,"",Active
Andala Coffee House,"",Andala Coffee House,42.364874,-71.105764,286 Franklin St,"",Cambridge,MA,02139,US,6179452212,"","",EST,"",Active
Boston Tea Stop,"",Boston Tea Stop,42.3718298384495,-71.1206388473511,54 JFK St,"",Cambridge,MA,02138,US,6179450017,"","",EST,"",Active
Angelo's Pizza,"",Angelo's Pizza,42.37294,-71.11071,444 Broadway,"",Cambridge,MA,02138,US,6176618049,"","",EST,"",Active
"Cambridge, 1.","","Cambridge, 1.",42.3745231628418,-71.1200332641602,27 Church St,"",Cambridge,MA,02138,US,6175761111,"","",EST,"",Active
Cafe Barada,"",Cafe Barada,42.3947982788086,-71.1268615722656,2269 Massachusetts Ave,"",Cambridge,MA,02140,US,6173544446,"","",EST,"",Active
Brookline Lunch,"",Brookline Lunch,42.3637641,-71.1017365,9 Brookline St,"",Cambridge,MA,02139,US,6173542983,"","",EST,"",Active
The Muddy Charles Pub at MIT,"",The Muddy Charles Pub at MIT,42.3591766,-71.0877228,142 Memorial Dr,"",Cambridge,MA,02139,US,6172532086,"","",EST,"",Active
Central Kitchen,"",Central Kitchen,42.3648499,-71.10248,567 Massachusetts Ave,"",Cambridge,MA,02139,US,6174915599,"","",EST,"",Active
Shabu & Mein,"",Shabu & Mein,42.366246432066,-71.077893152833,148 1st St,"",Cambridge,MA,02142,US,6175777888,"","",EST,"",Active
Kolbeh of Kabob,"",Kolbeh of Kabob,42.374027,-71.104652,1500 Cambridge St,"",Cambridge,MA,02139,US,6178769400,"","",EST,"",Active
The Shops at Porter,"",The Shops at Porter,42.3871916506057,-71.1187779364014,University Hall,"",Cambridge,MA,02140,US,,"","",EST,"",Active
Hana Sushi,"",Hana Sushi,42.3966599,-71.1296463,2372 Massachusetts Ave,"",Cambridge,MA,02140,US,6178682121,"","",EST,"",Active
Inman Square,"",Inman Square,42.3737183,-71.1007996,Cambridge & Hampshire St,"",Cambridge,MA,02139,US,,"","",EST,"",Active
The Maharaja,"",The Maharaja,42.372142791748,-71.1209106445312,57 JFK St,"",Cambridge,MA,02138,US,6175472757,"","",EST,"",Active
Yume Wo Katare,"",Yume Wo Katare,42.38939,-71.11976,1923 Massachusetts Ave,"",Cambridge,MA,02140,US,6177144008,"","",EST,"",Active
Paris Baguette,"",Paris Baguette,42.3650219,-71.1027564,581 Massachusetts Ave,"",Cambridge,MA,02139,US,6177143456,"","",EST,"",Active
Bon Me,"",Bon Me,42.3665695,-71.0901871,1 Kendall Sq,"",Cambridge,MA,02139,US,6179452615,"","",EST,"",Active
Orinoco,"",Orinoco,42.3718710243702,-71.1206515878439,56 Jfk St,"",Cambridge,MA,02138,US,6173546900,"","",EST,"",Active
The Blue Room,"",The Blue Room,42.36657,-71.09019,Hampshire and Portland,"",Cambridge,MA,02139,US,6174949034,"","",EST,"",Active
All Star Pizza Bar,"",All Star Pizza Bar,42.373222,-71.098045,1238 Cambridge St,"",Cambridge,MA,02139,US,6175470836,"","",EST,"",Active
Henrietta's Table,"",Henrietta's Table,42.372255758365,-71.123138125143,1 Bennett St,"",Cambridge,MA,02138,US,6176615005,"","",EST,"",Active
The Similans,"",The Similans,42.36631,-71.07805,145 1st St,"",Cambridge,MA,02142,US,6174916999,"","",EST,"",Active
Harvest of India,"",Harvest of India,42.3695202,-71.1113857,1001 Massachusetts Ave,"",Cambridge,MA,02138,US,6174414034,"","",EST,"",Active
The Field,"",The Field,42.3657738363216,-71.1035370826721,20 Prospect St,"",Cambridge,MA,02139,US,6173547345,"","",EST,"",Active
Temple Bar,"",Temple Bar,42.38273,-71.12006,1688 Massachusetts Ave,"",Cambridge,MA,02138,US,6175475055,"","",EST,"",Active
Ole,"",Ole,42.3740653991699,-71.1001586914062,11 Springfield St,"",Cambridge,MA,02139,US,6174924495,"","",EST,"",Active
The People's Republik,"",The People's Republik,42.36759,-71.10799,876-878 Massachusetts Ave,"",Cambridge,MA,02139,US,6174916969,"","",EST,"",Active
Al's Harvard Square Cafe,"",Al's Harvard Square Cafe,42.3729897,-71.1182175,1350 Massachusetts Ave,"",Cambridge,MA,02138,US,6174419100,"","",EST,"",Active
Royal Pastry Shop,"",Royal Pastry Shop,42.371955871582,-71.0892181396484,738 Cambridge St,"",Cambridge,MA,02141,US,6175472053,"","",EST,"",Active
Mr. Bartley's Gourmet Burgers,"",Mr. Bartley's Gourmet Burgers,42.3725623637438,-71.1161836981773,1246 Massachusetts Ave,"",Cambridge,MA,02138,US,6173546559,"","",EST,"",Active
Viale,"",Viale,42.3640620675438,-71.101846916568,502 Massachusetts Ave,"",Cambridge,MA,02139,US,6175761900,"","",EST,"",Active
Clover,"",Clover,42.3730270564556,-71.0950277745724,1075 Cambridge St,"",Cambridge,MA,02141,US,,"","",EST,"",Active
Baraka Café,"",Baraka Café,42.3628997802734,-71.104362487793,80 1/2 Pearl St,"",Cambridge,MA,02139,US,6178683951,"","",EST,"",Active
Chutney's,"",Chutney's,42.3727021336872,-71.1198749914017,36 John F Kennedy St,"",Cambridge,MA,02138,US,6174912545,"","",EST,"",Active
O2 Vegan Cafe,"",O2 Vegan Cafe,42.3695152,-71.1114091,1001 Massachusetts Ave,"",Cambridge,MA,02138,US,6174922233,"","",EST,"",Active
State Park,"",State Park,42.3661738054722,-71.0909571161469,1 Kendall Sq,"",Cambridge,MA,02139,US,6178484355,"","",EST,"",Active
Cantab Lounge,"",Cantab Lounge,42.366209551692,-71.1051712185144,738 Massachusetts Ave,"",Cambridge,MA,02139,US,6173542685,"","",EST,"",Active
Ma Magoo's Pizza & Sub Shop,"",Ma Magoo's Pizza & Sub Shop,42.387989,-71.1424332,6 Concord Ln,"",Cambridge,MA,02138,US,6173549139,"","",EST,"",Active
The Abbey,"",The Abbey,42.3851057658005,-71.1191113498644,1755 Massachusetts Ave,"",Cambridge,MA,02140,US,6177144944,"","",EST,"",Active
ZuZu,"",ZuZu,42.3638257,-71.1013883,474 Massachusetts Ave,"",Cambridge,MA,02139,US,6178643278,"","",EST,"",Active
Cafe Zing,"",Cafe Zing,42.389626783162,-71.11900032752,25 White St,"",Cambridge,MA,02140,US,6174979464,"","",EST,"",Active
Gran Gusto,"",Gran Gusto,42.3884888,-71.1323776,90 Sherman St,"",Cambridge,MA,02140,US,6174410400,"","",EST,"",Active
Thelonious Monkfish,"",Thelonious Monkfish,42.3642186820507,-71.101842597127,524 Massachusetts Ave,"",Cambridge,MA,02139,US,6174412116,"","",EST,"",Active
The Squeaky Beaker,"",The Squeaky Beaker,42.3647350072861,-71.081815212965,675 W Kendall St,"",Cambridge,MA,02142,US,6176790108,"","",EST,"",Active
Christopher's,"",Christopher's,42.3890113830566,-71.1200332641602,1920 Massachusetts Ave,"",Cambridge,MA,02140,US,6178769180,"","",EST,"",Active
Beat Brasserie,"",Beat Brasserie,42.3733622,-71.1200863,13 Brattle St,"",Cambridge,MA,02138,US,6174990001,"","",EST,"",Active
Rialto,"",Rialto,42.372352526974,-71.122651735583,1 Bennett St,"",Cambridge,MA,02138,US,6176615050,"","",EST,"",Active
The Friendly Toast,"",The Friendly Toast,42.366208565125,-71.090607184369,1 Kendall Sq,"",Cambridge,MA,02139,US,6176211200,"","",EST,"",Active
BonChon,"",BonChon,42.372123,-71.120903,57 John F Kennedy St,"",Cambridge,MA,02138,US,6178680981,"","",EST,"",Active
Dado Tea,"",Dado Tea,42.369155,-71.1098279,955 Massachusetts Ave,"",Cambridge,MA,02139,US,6174979061,"","",EST,"",Active
Petsi Pies,"",Petsi Pies,42.3715105,-71.0835507,594 Cambridge St,"",Cambridge,MA,02141,US,6179455278,"","",EST,"",Active
Charlie's Kitchen,"",Charlie's Kitchen,42.3724547,-71.1214953,10 Eliot St,"",Cambridge,MA,02138,US,6174929646,"","",EST,"",Active
Dumpling House,"",Dumpling House,42.3688024,-71.1097798,950 Massachusetts Ave,"",Cambridge,MA,02139,US,6176618066,"","",EST,"",Active
EVOO Restaurant,"",EVOO Restaurant,42.363386344385,-71.083253942383,Kendall Square,"",Cambridge,MA,02142,US,6176613866,"","",EST,"",Active
Moody's Falafel Palace,"",Moody's Falafel Palace,42.365425260234,-71.105748976123,25 Central Sq,"",Cambridge,MA,02139,US,6178640827,"","",EST,"",Active
Asmara Restaurant,"",Asmara Restaurant,42.36645,-71.10516,739 Massachusetts Ave,"",Cambridge,MA,02139,US,6178647447,"","",EST,"",Active
Genki Ya,"",Genki Ya,42.3892615851878,-71.1435215355563,231 Alewife Brook Pkwy,"",Cambridge,MA,02138,US,6176618200,"","",EST,"",Active
Flat Patties,"",Flat Patties,42.373539,-71.1209183,33 Brattle St,"",Cambridge,MA,02138,US,6178716871,"","",EST,"",Active
Tampopo,"",Tampopo,42.387291,-71.1183929,1815 Massachusetts Ave,"",Cambridge,MA,02140,US,6178685457,"","",EST,"",Active
Sweet Touch Cafe,"",Sweet Touch Cafe,42.3711399,-71.07995,241 Cambridge St,"",Cambridge,MA,02141,US,6174914119,"","",EST,"",Active
Catalyst Restaurant,"",Catalyst Restaurant,42.363059260802,-71.0916777587909,300 Technology Sq,"",Cambridge,MA,02139,US,6175763000,"","",EST,"",Active
Brick & Mortar,"",Brick & Mortar,42.3648491,-71.102478,567 Massachusetts Ave,"",Cambridge,MA,02139,US,6174910016,"","",EST,"",Active
Lone Star Taco Bar,"",Lone Star Taco Bar,42.37212,-71.08687,635 Cambridge St,"",Cambridge,MA,02141,US,8572856179,"","",EST,"",Active
Lanes & Games,"",Lanes & Games,42.3992805,-71.1486969,195 Concord Tpke,"",Cambridge,MA,02140,US,6178765533,"","",EST,"",Active
Memorial Hall,"",Memorial Hall,42.375996659073,-71.115127405266,45 Quincy St,"",Cambridge,MA,02138,US,6174964595,"","",EST,"",Active
Aceituna Grill,"",Aceituna Grill,42.3644299060106,-71.0818715393543,605 W Kendall St,"",Cambridge,MA,02142,US,6172520707,"","",EST,"",Active
Algiers Coffee House,"",Algiers Coffee House,42.373803,-71.121177,40 Brattle St,"",Cambridge,MA,02138,US,6174921557,"","",EST,"",Active
Clover,"",Clover,42.3639929461171,-71.1015986183805,496 Mass Ave,"",Cambridge,MA,02139,US,,"","",EST,"",Active
1369 Coffee House,"",1369 Coffee House,42.3738479614258,-71.1003646850586,1369 Cambridge St,"",Cambridge,MA,02139,US,6175761369,"","",EST,"",Active
Mix-It Restaurant - Sushi Bar,"",Mix-It Restaurant - Sushi Bar,42.3823901,-71.1199058,1678 Massachusetts Ave,"",Cambridge,MA,02138,US,6175470212,"","",EST,"",Active
The Middle East & Zuzu,"",The Middle East & Zuzu,42.3637902,-71.1012764,472-480 Massachusetts Ave,"",Cambridge,MA,02139,US,6178643278,"","",EST,"",Active
Lord Hobo,"",Lord Hobo,42.368763,-71.0951,92 Hampshire St,"",Cambridge,MA,02139,US,6172508454,"","",EST,"",Active
Bourbon Coffee,"",Bourbon Coffee,42.387554,-71.119012,1815 Massachusetts Ave,"",Cambridge,MA,02140,US,6178686500,"","",EST,"",Active
Danehy Park,"",Danehy Park,42.3884583,-71.1326904,99 Sherman St,"",Cambridge,MA,02238,US,,"","",EST,"",Active
The Just Crust,"",The Just Crust,42.3742294,-71.121521,49B Brattle St,"",Cambridge,MA,02138,US,6174974111,"","",EST,"",Active
The Cambridge Queen's Head,"",The Cambridge Queen's Head,42.3759409246247,-71.1156291368882,Harvard University,"",Cambridge,MA,02138,US,6174955107,"","",EST,"",Active
Miracle of Science Bar + Grill,"",Miracle of Science Bar + Grill,42.3625772892949,-71.0985866559435,321 Massachusetts Ave,"",Cambridge,MA,02139,US,6178682866,"","",EST,"",Active
Mass Ave Diner,"",Mass Ave Diner,42.368102,-71.1087902,906 Massachusetts Ave,"",Cambridge,MA,02139,US,6178645301,"","",EST,"",Active
Qing Dao Garden,"",Qing Dao Garden,42.39685,-71.12987,2382 Massachusetts Ave,"",Cambridge,MA,02138,US,6174927540,"","",EST,"",Active
Darwin's Ltd,"",Darwin's Ltd,42.374979616721,-71.109579691078,1629 Cambridge St,"",Cambridge,MA,02138,US,6174912999,"","",EST,"",Active
Dimitrios Cuisine,"",Dimitrios Cuisine,42.3574327404898,-71.1078020465196,272 Brookline St,"",Cambridge,MA,02139,US,6178763272,"","",EST,"",Active
Peet's Coffee & Tea,"",Peet's Coffee & Tea,42.3726586840441,-71.1206625334603,100 Mount Auburn Street,"",Cambridge,MA,02138,US,6174921844,"","",EST,"",Active
Desfina Restaurant,"",Desfina Restaurant,42.3675308227539,-71.0809783935547,202 3rd St,"",Cambridge,MA,02141,US,6178689098,"","",EST,"",Active
Ryles,"",Ryles,42.3732,-71.1004899,212 Hampshire St,"",Cambridge,MA,02139,US,6178769330,"","",EST,"",Active
Legal Sea Foods,"",Legal Sea Foods,42.3720188923243,-71.1234795496904,20 University Rd,"",Cambridge,MA,02138,US,6174919400,"","",EST,"",Active
Sugar & Spice,"",Sugar & Spice,42.38961,-71.11996,1933 Massachusetts Ave,"",Cambridge,MA,02140,US,6178684200,"","",EST,"",Active
Full Moon,"",Full Moon,42.3812292516232,-71.1379189789295,344 Huron Ave,"",Cambridge,MA,02138,US,6173546699,"","",EST,"",Active
Central Square,"",Central Square,42.36525,-71.10464,Central Sq,"",Cambridge,MA,02139,US,6174417707,"","",EST,"",Active
Le's Restaurant,"",Le's Restaurant,42.37274,-71.11987,36 JFK St,"",Cambridge,MA,02138,US,6178644100,"","",EST,"",Active
Anna's Taqueria,"",Anna's Taqueria,42.3881064355373,-71.1184253543615,822 Somerville Ave,"",Cambridge,MA,02140,US,6176618500,"","",EST,"",Active
Harvest,"",Harvest,42.3736842141857,-71.1220836964934,44 Brattle St,"",Cambridge,MA,02138,US,6178682255,"","",EST,"",Active
1369 Coffee House,"",1369 Coffee House,42.3666687,-71.1052933,757 Massachusetts Ave,"",Cambridge,MA,02139,US,6175764600,"","",EST,"",Active
Noir,"",Noir,42.3723605275154,-71.1219383776188,1 Bennett St,"",Cambridge,MA,02138,US,6176618010,"","",EST,"",Active
Grafton Street,"",Grafton Street,42.372401,-71.1159,1230 Massachusetts Ave,"",Cambridge,MA,02138,US,6174970400,"","",EST,"",Active
Four Burgers,"",Four Burgers,42.3660399019718,-71.1048781871796,704 Massachusetts Ave,"",Cambridge,MA,02139,US,6174415444,"","",EST,"",Active
Zoe's,"",Zoe's,42.37077,-71.11355,1105 Massachusetts Ave,"",Cambridge,MA,02138,US,6174950055,"","",EST,"",Active
Skampa,"",Skampa,42.3712348937988,-71.0833206176758,424 Cambridge St,"",Cambridge,MA,02141,US,6173540009,"","",EST,"",Active
Mary Chung Restaurant,"",Mary Chung Restaurant,42.3637238144875,-71.1009742319584,460 Massachusetts Ave,"",Cambridge,MA,02139,US,6178641991,"","",EST,"",Active
Belly Wine Bar,"",Belly Wine Bar,42.3664315853316,-71.0901874380877,One Kendall Sq,"",Cambridge,MA,02139,US,6174940968,"","",EST,"",Active
Ittyo Restaurant,"",Ittyo Restaurant,42.38729,-71.11839,1815 Massachusetts Ave,"",Cambridge,MA,02140,US,6173545944,"","",EST,"",Active
Fresh Pond,"",Fresh Pond,42.3825844377279,-71.1431968957186,200 Fresh Pond Pkwy,"",Cambridge,MA,02238,US,,"","",EST,"",Active
Sapporo Ramen,"",Sapporo Ramen,42.3870496451855,-71.1190992593765,1815 Massachusetts Ave,"",Cambridge,MA,02140,US,6178764805,"","",EST,"",Active
Harvard House Of Pizza,"",Harvard House Of Pizza,42.3832880230922,-71.1198422477928,1706 Massachusetts Ave,"",Cambridge,MA,02138,US,6178648090,"","",EST,"",Active
Grendel's Den Restaurant & Bar,"",Grendel's Den Restaurant & Bar,42.372501,-71.1209673,89 Winthrop St,"",Cambridge,MA,02138,US,6174911160,"","",EST,"",Active
Koreana,"",Koreana,42.369149,-71.101008,158 Prospect St,"",Cambridge,MA,02139,US,6175768661,"","",EST,"",Active
India Pavilion,"",India Pavilion,42.3654119,-71.1045342,17 Central Sq,"",Cambridge,MA,02139,US,6175477463,"","",EST,"",Active
Cafe Pamplona,"",Cafe Pamplona,42.3717498779297,-71.1154708862305,12 Bow St,"",Cambridge,MA,02138,US,6174920352,"","",EST,"",Active
Boston Burger Company,"",Boston Burger Company,42.3707199,-71.1132889,1105 Massachusetts Ave,"",Cambridge,MA,02138,US,8572423605,"","",EST,"",Active
Shake Shack,"",Shake Shack,42.3722616,-71.1209004,92 Winthrop St,"",Cambridge,MA,02138,US,6177588495,"","",EST,"",Active
The Half-Shell,"",The Half-Shell,42.385187,-71.119329,1760 Massachusetts Ave,"",Cambridge,MA,02140,US,6178769596,"","",EST,"",Active
North Point Park,"",North Point Park,42.3694711178541,-71.0717394948006,6 Museum Way,"",Cambridge,MA,02141,US,6175232900,"","",EST,"",Active
Casa Portugal,"",Casa Portugal,42.373116,-71.097389,1200 Cambridge St,"",Cambridge,MA,02139,US,6174918880,"","",EST,"",Active
Meadhall,"",Meadhall,42.363786693677,-71.087323725337,4 Cambridge Ctr,"",Cambridge,MA,02142,US,6177144372,"","",EST,"",Active
Tatte Bakery & Cafe,"",Tatte Bakery & Cafe,42.36679,-71.09313,205 Broadway St,"",Cambridge,MA,02139,US,6174948700,"","",EST,"",Active
Tanjore,"",Tanjore,42.372106389256,-71.12161399105,18 Eliot St,"",Cambridge,MA,02138,US,6178681900,"","",EST,"",Active
